year,naics_4,dmarkup
2004,446110,0.004206061
2005,446110,-0.019313216
2006,446110,0.00172925
2007,446110,-0.019477248
2008,446110,0.013052583
2009,446110,-0.007993221
2010,446110,0.005554676
2011,446110,-0.003003836
2012,446110,-0.00479126
2013,446110,0.005180597
2014,446110,-0.02571249
2015,446110,-0.020372748
2001,447110,-0.014218092
2002,447110,0.010164142
2003,447110,-0.021336555
2004,447110,-0.032920718
2005,447110,-0.050838351
2006,447110,-0.00567162
2007,447110,-0.012860417
2008,447110,-0.017528713
2009,447110,0.046714604
2010,447110,-0.008275926
2011,447110,-0.055066764
2012,447110,-0.00149709
2013,447110,0.007270157
2014,447110,0.020573914
2015,447110,0.050253153
2001,448110,-0.082064152
2002,448110,-0.009883881
2003,448110,0.029373407
2004,448110,0.039110422
2005,448110,0.035596251
2006,448110,0.067320108
2007,448110,0.090801716
2008,448110,-0.062200546
2009,448110,-0.041968822
2010,448110,0.00015986
2011,448110,0.023459077
2012,448110,0.021616459
2013,448110,-0.009943605
2014,448110,-0.035053372
2015,448110,-0.000627398
2001,448130,-0.051215291
2002,448130,0.010623097
2003,448130,0.004240394
2004,448130,0.021695375
2005,448130,0.022339225
2006,448130,0.014712334
2007,448130,-0.073079586
2008,448130,0.016254544
2009,448130,0.032005072
2010,448130,-0.012037396
2011,448130,-0.021147609
2012,448130,-0.011243701
2013,448130,-0.022969365
2014,448130,-0.036625147
2015,448130,0.018262386
2001,448140,-0.048413277
2002,448140,0.021746039
2003,448140,0.025209665
2004,448140,0.014969349
2005,448140,0.04287219
2006,448140,0.001004458
2007,448140,0.016126633
2008,448140,0.000394225
2009,448140,0.01365447
2010,448140,0.00096488
2011,448140,-0.030041575
2012,448140,0.020085335
2013,448140,-0.011327267
2014,448140,-0.018717289
2015,448140,-0.018893361
2001,448190,-0.033232689
2002,448190,0.04052496
2003,448190,-0.008174539
2004,448190,0.003116727
2005,448190,-0.012540102
2006,448190,0.034074426
2007,448190,-0.051150322
2008,448190,-0.007704496
2009,448190,0.047180533
2010,448190,0.050560713
2011,448190,0.027985096
2012,448190,0.077998281
2013,448190,-0.032867193
2014,448190,0.02583158
2015,448190,0.020956278
2001,448210,-0.008283258
2002,448210,-0.00215292
2003,448210,-0.01078701
2004,448210,0.03113389
2005,448210,0.006549835
2006,448210,0.014015079
2007,448210,-0.025631905
2008,448210,0.011000633
2009,448210,0.028536201
2010,448210,0.023055077
2011,448210,-0.032594323
2012,448210,0.022494793
2013,448210,-0.010696054
2014,448210,-0.008165717
2015,448210,-0.007551789
2001,451110,-0.000304699
2002,451110,0.041324735
2003,451110,0.006454587
2004,451110,0.019213319
2005,451110,0.00553298
2006,451110,0.057852268
2007,451110,0.009409785
2008,451110,-0.015420198
2009,451110,0.003841162
2010,451110,0.032385349
2011,451110,0.020941615
2012,451110,0.01641643
2013,451110,0.011686683
2014,451110,-0.000718713
2015,451110,-0.006319046
2001,451120,0.009046316
2002,451120,0.014606595
2003,451120,0.015610814
2004,451120,0.008774519
2005,451120,0.031470656
2006,451120,0.031101465
2007,451120,0.016860485
2008,451120,-0.007289052
2009,451120,0.00729537
2010,451120,0.010843992
2011,451120,0.00846827
2012,451120,0.014039516
2013,451120,-0.023044705
2014,451120,0.020349503
2015,451120,0.002642989
2001,451211,0.000741363
2002,451211,-0.001190782
2003,451211,0.014231324
2004,451211,0.036975265
2005,451211,0.003422976
2006,451211,-0.012651086
2007,451211,-0.006557703
2008,451211,-0.000334501
2009,451211,-0.023053646
2010,451211,-0.059086084
2011,451211,0.069370389
2012,451211,-0.043563366
2013,451211,0.055118203
2014,451211,0.02380085
2015,451211,0.016663551
2001,452210,-0.00808084
2002,452210,0.023624778
2003,452210,0.05821836
2004,452210,0.026445389
2005,452210,0.000553608
2006,452210,-0.001375794
2007,452210,-0.008131862
2008,452210,-0.02410388
2009,452210,0.032111168
2010,452210,0.010573268
2011,452210,-0.02122128
2012,452210,-0.029695034
2013,452210,-0.003688932
2014,452210,0.022103429
2015,452210,-0.004277825
2001,452311,0.004530668
2002,452311,0.006369829
2003,452311,0.004862309
2004,452311,0.003436923
2005,452311,0.001566649
2006,452311,0.000977635
2007,452311,0.004208803
2008,452311,0.002222061
2009,452311,0.005994558
2010,452311,0.00242722
2011,452311,0.002640247
2012,452311,0.000258684
2013,452311,0.003059745
2014,452311,0.002077222
2015,452311,0.007588625
2001,452319,-0.000983238
2002,452319,0.013329744
2003,452319,0.019482493
2004,452319,0.004297137
2005,452319,0.005274773
2006,452319,0.009032607
2007,452319,0.004027486
2008,452319,0.000994921
2009,452319,0.019509673
2010,452319,-0.003334522
2011,452319,-0.001867175
2012,452319,-0.001567841
2013,452319,-0.002738595
2014,452319,0.000764012
2015,452319,0.005666733
2001,453998,0.027426481
2002,453998,0.012460113
2003,453998,0.036806941
2004,453998,0.001706481
2005,453998,-0.022731185
2006,453998,0.0234797
2007,453998,0.002174258
2008,453998,-0.019067407
2009,453998,0.012948275
2010,453998,-0.00531292
2011,453998,-0.001985788
2012,453998,0.003244281
2013,453998,0.024435759
2014,453998,-0.003586292
2015,453998,0.006404758
2001,481211,0.027357101
2002,481211,0.025833607
2003,481211,0.017248273
2004,481211,0.007897139
2005,481211,-0.003181934
2006,481211,-0.052152991
2007,481211,0.086902857
2008,481211,0.004791021
2009,481211,0.014092922
2010,481211,0.031027675
2011,481211,-0.069564223
2012,481211,0.024107575
2013,481211,-0.022458792
2014,481211,0.012268782
2015,481211,-0.034687877
2001,483112,-0.009771109
2002,483112,0.014878035
2003,483112,-0.069708109
2004,483112,0.064315796
2005,483112,0.001998663
2006,483112,-0.0244807
2007,483112,-0.032434106
2008,483112,-0.072257519
2009,483112,-0.005200028
2010,483112,-0.016284585
2011,483112,-0.028799772
2012,483112,-0.039650321
2013,483112,-0.017485023
2014,483112,0.057285786
2015,483112,0.091439486
2001,483113,0.032769322
2002,483113,-0.025742531
2003,483113,-0.048350334
2004,483113,0.012419581
2005,483113,-0.049357295
2006,483113,0.00723207
2007,483113,-0.019575834
2008,483113,-0.033652782
2009,483113,0.003391504
2010,483113,0.015278339
2011,483113,0.026458383
2012,483113,-0.035400987
2013,483113,-0.014714837
2014,483113,0.022913575
2015,483113,0.030163169
2001,483211,0.033825278
2002,483211,0.071407557
2003,483211,-0.005815148
2004,483211,0.018855095
2005,483211,-0.010164022
2006,483211,0.003144622
2007,483211,0.033488274
2008,483211,-0.015188932
2009,483211,0.087203741
2010,483211,-0.066641212
2011,483211,-0.088827968
2012,483211,-0.005167246
2013,483211,0.04361248
2014,483211,-0.027436376
2015,483211,0.046983838
2001,484121,0.005457759
2002,484121,-0.013911605
2003,484121,0.004099846
2004,484121,0.005879045
2005,484121,0.010442257
2006,484121,0.012205362
2007,484121,0.006206393
2008,484121,-0.007559419
2009,484121,0.016359687
2010,484121,-0.026780605
2011,484121,0.010045052
2012,484121,-0.006294608
2013,484121,-0.010212064
2014,484121,0.001790524
2015,484121,0.017360091
2001,512131,0.025472879
2002,512131,0.014615655
2003,512131,0.022851825
2004,512131,0.008541703
2005,512131,0.006725073
2006,512131,-0.03769958
2007,512131,0.066480875
2008,512131,-0.016193986
2009,512131,0.030522227
2010,512131,-0.013838172
2011,512131,0.016722798
2012,512131,0.003939033
2013,512131,-0.065667391
2014,512131,0.053885221
2015,512131,0.010454774
2001,518210,0.047284722
2002,518210,-0.014718652
2003,518210,-0.0493716
2004,518210,-0.012696147
2005,518210,-0.034374952
2006,518210,-0.056090832
2007,518210,-0.018345952
2008,518210,0.031919122
2009,518210,0.007079005
2010,518210,0.025496364
2011,518210,0.014915943
2012,518210,0.051823139
2013,518210,0.049630165
2014,518210,-0.030072927
2015,518210,0.024301052
2001,541211,-0.032873511
2002,541211,-0.008038044
2003,541211,-0.01319778
2004,541211,0.011728644
2005,541211,-0.005438805
2006,541211,-0.002721429
2007,541211,-0.018875122
2008,541211,0.001980305
2009,541211,0.014229894
2010,541211,-0.01137495
2011,541211,-0.004860878
2012,541211,0.003604531
2013,541211,-0.009720922
2014,541211,0.012974143
2015,541211,0.002640009
2001,541330,-0.035880566
2002,541330,-0.070287347
2003,541330,0.011650562
2004,541330,0.026188016
2005,541330,0.012954593
2006,541330,-0.027138591
2007,541330,-0.041462123
2008,541330,-0.00893718
2009,541330,0.022876859
2010,541330,0.009649873
2011,541330,-0.020602942
2012,541330,0.011982799
2013,541330,0.049802542
2014,541330,-0.005440831
2015,541330,-0.02609098
2001,541611,-9.10759E-05
2002,541611,-0.057929873
2003,541611,-0.072755575
2004,541611,-0.030579925
2005,541611,-0.012779593
2006,541611,0.005026817
2007,541611,-0.0174191
2008,541611,0.016756773
2009,541611,0.021189809
2010,541611,0.030467629
2011,541611,-0.011521339
2012,541611,-0.005808353
2013,541611,0.017535567
2014,541611,-0.004175305
2015,541611,0.008088112
2001,541612,-0.00535202
2002,541612,-0.019151807
2003,541612,0.050795138
2004,541612,0.058457851
2005,541612,0.040839553
2006,541612,0.014936328
2007,541612,0.023131728
2008,541612,-0.004465699
2009,541612,0.033096313
2010,541612,-0.028154373
2011,541612,0.041366339
2012,541612,0.032140136
2013,541612,0.02731216
2014,541612,0.032544971
2015,541612,0.016758561
2001,541620,0.021377683
2002,541620,-0.08041954
2003,541620,-0.023487806
2004,541620,-0.045322001
2005,541620,-0.008300841
2006,541620,0.049531341
2007,541620,0.022821069
2008,541620,-0.008760333
2009,541620,-0.000192523
2010,541620,0.01375699
2011,541620,-0.00858748
2012,541620,-0.054879844
2013,541620,-0.021749854
2014,541620,-0.000632882
2015,541620,0.022270679
2001,541714,0.055312514
2002,541714,-0.030461431
2003,541714,-0.013866782
2004,541714,0.000743389
2005,541714,-0.081510663
2006,541714,0.050243974
2007,541714,0.001934409
2008,541714,-0.007780671
2009,541714,-0.016302347
2010,541714,-0.068091512
2011,541714,-0.093063474
2012,541714,0.00669694
2013,541714,0.021812558
2014,541714,0.067321539
2015,541714,0.054468989
2001,541860,0.025473833
2002,541860,-0.002904773
2003,541860,-0.020120025
2004,541860,-0.026537538
2005,541860,-0.023196101
2006,541860,-0.023906469
2007,541860,0.001038909
2008,541860,-0.045311809
2009,541860,-0.008077622
2010,541860,-0.000958562
2011,541860,-0.023001015
2012,541860,0.007166624
2013,541860,0.011004865
2014,541860,-0.016394675
2015,541860,-0.012658834
2001,541940,0.020136356
2002,541940,0.039492369
2003,541940,-0.03243041
2004,541940,-0.0095613
2005,541940,-0.00586021
2006,541940,0.009657621
2007,541940,0.007177115
2008,541940,-0.021017909
2009,541940,-0.004300356
2010,541940,-0.018276811
2011,541940,-0.011800289
2012,541940,0.001365542
2013,541940,0.006646872
2014,541940,0.005170226
2015,541940,0.007797837
2001,561320,-0.017954946
2002,561320,-0.026913166
2003,561320,-0.011282086
2004,561320,0.003184438
2005,561320,0.008731604
2006,561320,0.007620812
2007,561320,0.037275672
2008,561320,-0.004169941
2009,561320,-0.027541399
2010,561320,-0.004878044
2011,561320,0.002241969
2012,561320,0.004102349
2013,561320,0.002531648
2014,561320,0.009492993
2015,561320,0.011080742
2001,561613,0.000534892
2002,561613,0.007509351
2003,561613,-0.016713023
2004,561613,0.009676576
2005,561613,0.084931731
2006,561613,0.056262732
2007,561613,0.004647136
2008,561613,-0.076363087
2009,561613,-0.018481612
2010,561613,-0.005138278
2011,561613,-0.007996798
2012,561613,0.009594083
2013,561613,0.00258565
2014,561613,-0.02282095
2015,561613,0.029200315
2001,561720,-0.017897129
2002,561720,-0.012240887
2003,561720,-0.003165722
2004,561720,-0.000605941
2005,561720,0.009386659
2006,561720,0.016821742
2007,561720,-0.031493783
2008,561720,0.003004491
2009,561720,-0.002812207
2010,561720,0.003109157
2011,561720,0.001362383
2012,561720,-0.004179478
2013,561720,-0.000557125
2014,561720,-0.0062626
2015,561720,0.005953312
2001,562111,0.017079353
2002,562111,-0.037103653
2003,562111,-0.067278504
2004,562111,-0.022963047
2005,562111,-0.012404561
2006,562111,0.026267529
2007,562111,0.044516206
2008,562111,-0.000513554
2009,562111,0.048532605
2010,562111,-0.006678939
2011,562111,-0.025113106
2012,562111,-0.032408595
2013,562111,-0.000484943
2014,562111,-0.002799034
2015,562111,0.032536507
2001,562920,-0.007495344
2002,562920,-0.007927358
2003,562920,-0.00715965
2004,562920,-0.003418863
2005,562920,0.007423103
2006,562920,0.099140823
2007,562920,-0.000422835
2008,562920,-0.01655674
2009,562920,-0.028849661
2010,562920,-0.034368038
2011,562920,-0.047554791
2012,562920,0.020076215
2013,562920,-0.04030633
2014,562920,0.004837215
2015,562920,-0.066560209
2001,621340,0.032463551
2002,621340,0.002235532
2003,621340,-0.011684179
2004,621340,-0.012819052
2005,621340,0.038945913
2006,621340,-0.011109114
2007,621340,-0.010267019
2008,621340,0.025574327
2009,621340,0.036165953
2010,621340,0.009253502
2011,621340,-0.020953655
2012,621340,-0.010552287
2013,621340,-0.003802538
2014,621340,0.001033306
2015,621340,-0.018793941
2001,621492,0.00707233
2002,621492,-0.044598222
2003,621492,-4.1008E-05
2004,621492,-0.000485659
2005,621492,0.008274555
2006,621492,-0.013206005
2007,621492,0.024550676
2008,621492,-0.007466674
2009,621492,-0.001182079
2010,621492,0.00977695
2011,621492,0.035177112
2012,621492,-0.042789578
2013,621492,-0.039064407
2014,621492,-0.019994259
2015,621492,0.012304187
2001,621511,0.031191945
2002,621511,0.044093847
2003,621511,0.00364244
2004,621511,-0.00505054
2005,621511,0.00788784
2006,621511,0.017062902
2007,621511,-0.001719356
2008,621511,0.007023215
2009,621511,0.020501018
2010,621511,-0.031476378
2011,621511,-0.002500653
2012,621511,-0.019631386
2013,621511,-0.024670243
2014,621511,-0.03772068
2015,621511,-0.028121591
2001,621512,0.0601753
2002,621512,0.068605423
2003,621512,-0.061528683
2004,621512,-0.09121418
2005,621512,-0.06178391
2006,621512,-0.022222638
2007,621512,-0.063451409
2008,621512,0.024862647
2009,621512,0.01785481
2010,621512,-0.020326972
2011,621512,-0.0239923
2012,621512,-0.025086045
2013,621512,0.016170144
2014,621512,-0.01273787
2015,621512,-0.048523068
2001,621610,-0.016924143
2002,621610,-0.004454732
2003,621610,-0.015936017
2004,621610,0.017797112
2005,621610,0.013535261
2006,621610,0.062017083
2007,621610,0.043978572
2008,621610,0.045168519
2009,621610,0.061145425
2010,621610,0.00238514
2011,621610,-0.060539722
2012,621610,0.050263286
2013,621610,-0.082794547
2014,621610,-0.081827521
2015,621610,0.007191539
2001,622310,-0.012032151
2002,622310,-0.026724339
2003,622310,-0.038465261
2004,622310,0.062217474
2005,622310,-0.060543656
2006,622310,-0.081178904
2007,622310,-0.008463502
2008,622310,0.002010107
2009,622310,0.021191001
2010,622310,-0.00500834
2011,622310,0.0777421
2012,622310,-0.007638574
2013,622310,0.000880122
2014,622310,-0.001883626
2015,622310,-0.028689742
2001,623311,-0.046773374
2002,623311,0.007417142
2003,623311,0.019569397
2004,623311,0.062550068
2005,623311,-0.012774467
2006,623311,0.046176314
2007,623311,0.010434866
2008,623311,-0.011859298
2009,623311,0.002656817
2010,623311,0.080006242
2011,623311,-0.019288659
2012,623311,-0.028665423
2013,623311,0.00981307
2014,623311,0.006909251
2015,623311,0.013288498
2001,623312,-0.013860345
2002,623312,-0.023918867
2003,623312,-0.070694685
2004,623312,-0.052608609
2005,623312,0.004218698
2006,623312,0.035577893
2007,623312,-0.063941479
2008,623312,0.018880248
2009,623312,0.021397829
2010,623312,0.03956759
2011,623312,-0.00859201
2012,623312,0.063183904
2013,623312,0.023367167
2014,623312,-0.008769393
2015,623312,0.015465736
2001,721120,0.022068858
2002,721120,0.041215181
2003,721120,-0.020827293
2004,721120,0.032940984
2005,721120,0.020740628
2006,721120,0.032075286
2007,721120,-0.072789907
2008,721120,-0.093481898
2009,721120,-0.035447478
2010,721120,-0.01209867
2011,721120,0.039159536
2012,721120,-0.019769669
2013,721120,0.027079225
2014,721120,0.030673623
2015,721120,0.033602357
2001,722310,-0.01311636
2002,722310,0.013553262
2003,722310,-0.003405929
2004,722310,0.009519219
2005,722310,0.004642367
2006,722310,-0.008195519
2007,722310,-0.001854539
2008,722310,-0.011689544
2009,722310,0.030516386
2010,722310,-0.011164665
2011,722310,-0.000421643
2012,722310,0.000899911
2013,722310,-0.007933259
2014,722310,0.001276135
2015,722310,0.006789088
2001,722513,-0.020057678
2002,722513,-0.005519629
2003,722513,-0.00681603
2004,722513,0.006050348
2005,722513,-0.003608704
2006,722513,0.012235045
2007,722513,0.002960086
2008,722513,0.007132173
2009,722513,0.039673686
2010,722513,0.029999614
2011,722513,-0.003056049
2012,722513,0.010084748
2013,722513,0.060248733
2014,722513,0.011250496
2015,722513,-0.051365376
2001,722514,-0.075875878
2002,722514,0.006925941
2003,722514,0.039512694
2004,722514,0.020090401
2005,722514,0.030772328
2006,722514,-0.003799915
2007,722514,0.003498554
2008,722514,-0.045585513
2009,722514,-0.025421202
2010,722514,0.030165493
2011,722514,0.006467462
2012,722514,0.057091236
2013,722514,-0.024493456
2014,722514,-0.007111907
2015,722514,0.021927118
2001,812930,-0.088343859
2002,812930,-0.054942489
2003,812930,-0.03311789
2004,812930,0.00175786
2005,812930,-0.007502079
2006,812930,0.011982083
2007,812930,0.008178115
2008,812930,-0.0108217
2009,812930,-0.01297152
2010,812930,0.004710794
2011,812930,0.002051592
2012,812930,-0.007346511
2013,812930,0.009390712
2014,812930,-0.00362277
2015,812930,-0.008356094
